Gemeindename;Fläche km2 1);insgesamt;männlich;weiblich;je km2;Post-leit-zahl3);Längengrad;Breitengrad;Column1;Reisegebiete;Grad der Verstädterung;
Schlehdorf;25,39; 1 226;  596;  630;  48;82431;11,315207;47,657932;T30;Tölzer Land;gering besiedelt;
Schaufling;25,39; 1 561;  782;  779;  61;94571;13,067291;48,843583;T15;Bayerischer Wald;gering besiedelt;
Bülstringen;25,39;  907;  453;  454;  36;39345;11,347652;52,320144;D04;Magdeburg, Elbe-Börde-Heide;gering besiedelt;
Prittriching;25,38; 2 496; 1 272; 1 224;  98;86931;10,928375;48,204133;T26;Ammersee-Lech;gering besiedelt;
Klein Trebbow;25,38; 1 089;  558;  531;  43;19069;11,373045;53,712715;B03;Mecklenburgische Ostseeküste;gering besiedelt;
Stockheim;25,36; 4 948; 2 473; 2 475;  195;96342;11,283585;50,305028;T07;Frankenwald;gering besiedelt;
Bargstedt;25,35;  713;  366;  347;  28;24793;9,769024;54,162433;F04;übrig. Schleswig-Holstein;gering besiedelt;
Sickte;25,35; 6 163; 3 076; 3 087;  243;38173;10,634127;52,21405;G12;Braunschweiger Land;gering besiedelt;
Beiersdorf-Freudenberg;25,35;  604;  304;  300;  24;16259;13,816021;52,69905;A06;Seenland Oder-Spree;gering besiedelt;
Mühltal;25,34; 13 908; 6 858; 7 050;  549;64367;8,702081;49,824604;I15;Odenwald-Bergstrasse-Neckartal;mittlere Besiedlungsdichte;
Bad Säckingen, Stadt;25,34; 17 144; 8 252; 8 892;  677;79713;7,948758;47,552535;L13;Südlicher Schwarzwald;mittlere Besiedlungsdichte;
Taufkirchen;25,33; 1 385;  700;  685;  55;84574;12,456733;48,149216;T34;Inn-Salzach;gering besiedelt;
Schönberg;25,33; 1 082;  576;  506;  43;84573;12,440116;48,342424;T34;Inn-Salzach;gering besiedelt;
Schmidmühlen, M;25,33; 2 358; 1 187; 1 171;  93;92287;11,921251;49,267033;T40;Bayerischer Jura;gering besiedelt;
Kluse;25,31; 1 696;  882;  814;  67;26892;7,342247;52,933469;G07;Grafschaft Bentheim-Emsland-Osnabrücker Land;gering besiedelt;
Blankenhagen;25,29; 1 040;  523;  517;  41;18182;12,340627;54,170895;B03;Mecklenburgische Ostseeküste;gering besiedelt;
Wilburgstetten;25,28; 2 199; 1 170; 1 029;  87;91634;10,391069;49,026437;T11;Romantisches Franken - vom Rangau zur Romantischen Straße;gering besiedelt;
Malliß;25,27; 1 080;  563;  517;  43;19294;11,328852;53,212798;B04;Westmecklenburg;gering besiedelt;
Ottenhöfen im Schwarzwald;25,26; 3 179; 1 580; 1 599;  126;77883;8,152611;48,567952;L12;Mittlerer Schwarzwald;gering besiedelt;
Höchheim;25,26; 1 067;  549;  518;  42;97633;10,449813;50,363026;T08;Haßberge;gering besiedelt;
Großrosseln;25,26; 7 972; 3 849; 4 123;  316;66352;6,839853;49,205999;K03;Übriges Saarland;mittlere Besiedlungsdichte;
Podelzig;25,26;  847;  425;  422;  34;15326;14,534429;52,471733;A06;Seenland Oder-Spree;gering besiedelt;
Meineweh;25,25; 1 038;  563;  475;  41;06721;11,98731;51,076521;D02;Halle, Saale, Unstrut;gering besiedelt;
Wickede (Ruhr);25,24; 12 595; 6 413; 6 182;  499;58739;7,870363;51,49641;H05;Sauerland;mittlere Besiedlungsdichte;
Lorsch, Karolingerstadt;25,24; 13 643; 6 627; 7 016;  541;64653;8,567793;49,653854;I15;Odenwald-Bergstrasse-Neckartal;mittlere Besiedlungsdichte;
Beilstein, Stadt;25,24; 6 195; 3 102; 3 093;  245;71717;9,313798;49,040994;L40;Nördliches Baden-Württemberg;mittlere Besiedlungsdichte;
Widdern, Stadt;25,23; 1 809;  947;  862;  72;74259;9,421596;49,318041;L40;Nördliches Baden-Württemberg;gering besiedelt;
Kirchanschöring;25,23; 3 365; 1 699; 1 666;  133;83417;12,837565;47,95282;T39;Chiemsee-Chiemgau;gering besiedelt;
Malching;25,23; 1 289;  649;  640;  51;94094;13,188575;48,313011;T41;Bayerisches Golf- und Thermenland;gering besiedelt;
Miltach;25,23; 2 267; 1 124; 1 143;  90;93468;12,770267;49,158049;T15;Bayerischer Wald;gering besiedelt;
Neusäß, St;25,22; 22 058; 10 580; 11 478;  875;86356;10,831597;48,395449;T22;Bayerisch-Schwaben;dicht besiedelt;
Püchersreuth;25,21; 1 592;  811;  781;  63;92660;12,234854;49,75459;T16;Oberpfälzer Wald;gering besiedelt;
Senden, St;25,21; 22 336; 10 997; 11 339;  886;89250;10,04419;48,323834;T22;Bayerisch-Schwaben;mittlere Besiedlungsdichte;
Brockel;25,20; 1 346;  668;  678;  53;27386;9,520542;53,095016;G09;Lüneburger Heide;gering besiedelt;
Lindau;25,18; 1 340;  698;  642;  53;24214;9,904545;54,385276;F04;übrig. Schleswig-Holstein;gering besiedelt;
Binz;25,18; 5 397; 2 569; 2 828;  214;18609;13,605285;54,401814;B01;Rügen/Hiddensee;gering besiedelt;
Bad Teinach-Zavelstein, Stadt;25,17; 3 094; 1 600; 1 494;  123;75385;8,688173;48,688772;L11;Nördlicher Schwarzwald;gering besiedelt;
Waffenbrunn;25,17; 2 023; 1 034;  989;  80;93494;12,665542;49,260801;T15;Bayerischer Wald;gering besiedelt;
Groß Schacksdorf-Simmersdorf;25,17;  980;  496;  484;  39;03149;14,633589;51,688001;A14;Lausitzer Seenland;gering besiedelt;
Neuenkirchen;25,14;  940;  501;  439;  37;25792;8,987884;54,235602;F04;übrig. Schleswig-Holstein;gering besiedelt;
Willanzheim, M;25,14; 1 613;  859;  754;  64;97348;10,231733;49,680328;T05;Fränkisches Weinland;gering besiedelt;
Bartow;25,13;  449;  230;  219;  18;17089;13,345022;53,816358;B05;Mecklenburgische Schweiz und Seenplatte;gering besiedelt;
Kritzow;25,13;  450;  224;  226;  18;19386;12,131564;53,445984;B04;Westmecklenburg;gering besiedelt;
Neubukow, Stadt;25,12; 3 918; 1 959; 1 959;  156;18233;11,673184;54,032344;B03;Mecklenburgische Ostseeküste;gering besiedelt;
Wetschen;25,11; 1 832;  948;  884;  73;49453;8,448796;52,612875;G08;Mittelweser;gering besiedelt;
Salem;25,10;  603;  293;  310;  24;23911;10,827965;53,656405;F04;übrig. Schleswig-Holstein;gering besiedelt;
Grünenbach;25,10; 1 460;  734;  726;  58;88167;10,008945;47,628654;T21;Allgäu;gering besiedelt;
Parchtitz;25,10;  767;  382;  385;  31;18528;13,398463;54,439132;B01;Rügen/Hiddensee;gering besiedelt;
Elsterberg, Stadt;25,10; 3 937; 1 911; 2 026;  157;07985;12,169477;50,608182;C09;Vogtland;gering besiedelt;
Herrngiersdorf;25,08; 1 295;  685;  610;  52;84097;12,065933;48,790009;T41;Bayerisches Golf- und Thermenland;gering besiedelt;
Großsolt;25,07; 1 793;  886;  907;  72;24991;9,513444;54,699352;F04;übrig. Schleswig-Holstein;gering besiedelt;
Wendisch Rietz;25,07; 1 577;  746;  831;  63;15864;14,005932;52,216425;A06;Seenland Oder-Spree;gering besiedelt;
Herbsleben;25,07; 2 890; 1 467; 1 423;  115;99955;10,838522;51,118059;E21;Hainich;gering besiedelt;
Waldenburg, Stadt;25,06; 4 012; 1 974; 2 038;  160;08396;12,602857;50,874527;C07;Sächsisches Burgen- und Heideland;gering besiedelt;
Mölln, Stadt;25,05; 19 031; 9 082; 9 949;  760;23879;10,691022;53,629521;F04;übrig. Schleswig-Holstein;mittlere Besiedlungsdichte;
Königstein im Taunus, Stadt;25,05; 16 648; 7 930; 8 718;  665;61462;8,464874;50,182742;I13;Main und Taunus;mittlere Besiedlungsdichte;
Schwenningen;25,05; 1 406;  711;  695;  56;89443;10,65185;48,655503;T22;Bayerisch-Schwaben;gering besiedelt;
Häg-Ehrsberg;25,04;  851;  435;  416;  34;79685;7,906265;47,742861;L13;Südlicher Schwarzwald;gering besiedelt;
Klink;25,04; 1 136;  542;  594;  45;17192;12,62184;53,479306;B05;Mecklenburgische Schweiz und Seenplatte;gering besiedelt;
Finne;25,04; 1 168;  596;  572;  47;06647;11,411357;51,222222;D02;Halle, Saale, Unstrut;gering besiedelt;
Berkheim;25,02; 2 921; 1 499; 1 422;  117;88450;10,08179;48,043327;L71;Württembergisches Allgäu Oberschwaben;gering besiedelt;
Neu Kosenow;25,02;  493;  245;  248;  20;17398;13,755412;53,791434;B02;Vorpommern;gering besiedelt;
Obermaiselstein;25,01;  970;  493;  477;  39;87538;10,239691;47,449379;T21;Allgäu;gering besiedelt;
Werben;25,01; 1 708;  833;  875;  68;03096;14,185683;51,812126;A08;Spreewald;gering besiedelt;
Schaalby;25,00; 1 555;  770;  785;  62;24882;9,63988;54,549079;F04;übrig. Schleswig-Holstein;gering besiedelt;
Wachenheim an der Weinstraße, Stadt;24,97; 4 644; 2 271; 2 373;  186;67157;8,180798;49,439981;J16;Pfalz;mittlere Besiedlungsdichte;
Feldberg (Schwarzwald);24,97; 1 897;  996;  901;  76;79868;8,109674;47,856404;L13;Südlicher Schwarzwald;gering besiedelt;
Lutzingen;24,97;  994;  498;  496;  40;89440;10,544484;48,646718;T22;Bayerisch-Schwaben;gering besiedelt;
Burggen;24,95; 1 703;  866;  837;  68;86977;10,817667;47,778049;T28;Pfaffenwinkel;gering besiedelt;
Kloster Tempzin;24,95;  557;  284;  273;  22;19412;11,673399;53,758799;B04;Westmecklenburg;gering besiedelt;
Neckarsulm, Stadt;24,94; 26 492; 13 223; 13 269; 1 062;74172;9,223944;49,190147;L40;Nördliches Baden-Württemberg;mittlere Besiedlungsdichte;
Stadtoldendorf, Stadt;24,92; 5 757; 2 844; 2 913;  231;37627;9,622765;51,882484;G10;Weserbergland;mittlere Besiedlungsdichte;
Illmensee;24,92; 2 029; 1 009; 1 020;  81;88636;9,37451;47,862015;L71;Württembergisches Allgäu Oberschwaben;gering besiedelt;
Wedendorfersee;24,92;  652;  339;  313;  26;19217;11,093657;53,766171;B03;Mecklenburgische Ostseeküste;gering besiedelt;
Straßberg;24,91; 2 477; 1 228; 1 249;  99;72479;9,092476;48,176381;L60;Schwäbische Alb;mittlere Besiedlungsdichte;
Malsburg-Marzell;24,90; 1 499;  757;  742;  60;79429;7,708589;47,731941;L13;Südlicher Schwarzwald;gering besiedelt;
Kreien;24,90;  372;  199;  173;  15;19386;12,054081;53,407675;B04;Westmecklenburg;gering besiedelt;
Lützow;24,89; 1 494;  737;  757;  60;19209;11,178418;53,654791;B03;Mecklenburgische Ostseeküste;gering besiedelt;
Elchingen;24,88; 9 437; 4 671; 4 766;  379;89270;10,051368;48,437492;T22;Bayerisch-Schwaben;mittlere Besiedlungsdichte;
Brechen;24,86; 6 527; 3 209; 3 318;  263;65611;8,164031;50,36549;I09;Westerwald-Lahn-Taunus;mittlere Besiedlungsdichte;
Märkisch Buchholz, Stadt;24,86;  834;  416;  418;  34;15748;13,761856;52,109763;A07;Dahme-Seenland;gering besiedelt;
Tespe;24,85; 4 573; 2 351; 2 222;  184;21395;10,411397;53,402191;G09;Lüneburger Heide;mittlere Besiedlungsdichte;
Beltheim;24,85; 1 938;  958;  980;  78;56290;7,461682;50,105877;J13;Hunsrück;gering besiedelt;
Obertraubling;24,85; 8 406; 4 248; 4 158;  338;93083;12,165778;48,966317;T41;Bayerisches Golf- und Thermenland;mittlere Besiedlungsdichte;
Windach;24,84; 3 834; 1 916; 1 918;  154;86949;11,035183;48,06708;T26;Ammersee-Lech;gering besiedelt;
Merching;24,83; 3 218; 1 621; 1 597;  130;86504;10,983652;48,244229;T22;Bayerisch-Schwaben;gering besiedelt;
Enge-Sande;24,82; 1 123;  571;  552;  45;25917;8,98049;54,726675;F04;übrig. Schleswig-Holstein;gering besiedelt;
Obernburg a.Main, St;24,82; 8 712; 4 302; 4 410;  351;63785;9,143788;49,842701;T12;Spessart-Mainland;mittlere Besiedlungsdichte;
Passow;24,81;  679;  354;  325;  27;19386;12,053533;53,506577;B04;Westmecklenburg;gering besiedelt;
Hontheim;24,79;  808;  403;  405;  33;56841;6,992845;50,068801;J12;Eifel;gering besiedelt;
Uhingen, Stadt;24,79; 14 422; 7 147; 7 275;  582;73066;9,585162;48,70652;L50;Region Stuttgart;mittlere Besiedlungsdichte;
Binnen;24,78; 1 010;  511;  499;  41;31619;9,135239;52,618382;G08;Mittelweser;gering besiedelt;
Upgant-Schott;24,78; 3 848; 1 927; 1 921;  155;26529;7,268523;53,511863;G03;Ostfriesland;mittlere Besiedlungsdichte;
Gutach im Breisgau;24,78; 4 479; 2 221; 2 258;  181;79261;7,986537;48,117019;L13;Südlicher Schwarzwald;mittlere Besiedlungsdichte;
Heßdorf;24,77; 3 584; 1 806; 1 778;  145;91093;10,909826;49,627077;T14;Steigerwald;mittlere Besiedlungsdichte;
Dabel;24,77; 1 379;  687;  692;  56;19406;11,903641;53,66105;B04;Westmecklenburg;gering besiedelt;
Hartenstein;24,76; 1 434;  745;  689;  58;91235;11,523338;49,596327;T06;Nürnberger Land;gering besiedelt;
Kastl;24,74; 1 399;  711;  688;  57;95506;11,896759;49,830863;T16;Oberpfälzer Wald;gering besiedelt;
Stemmen;24,73;  821;  428;  393;  33;27389;9,554485;53,223891;G09;Lüneburger Heide;gering besiedelt;
Contwig;24,73; 4 899; 2 405; 2 494;  198;66497;7,429027;49,248157;J16;Pfalz;mittlere Besiedlungsdichte;
Rimbach;24,73; 1 821;  908;  913;  74;93485;12,883038;49,226796;T15;Bayerischer Wald;gering besiedelt;
Benz;24,73; 1 072;  542;  530;  43;17429;14,07031;53,940693;B02;Vorpommern;gering besiedelt;
Bad Friedrichshall, Stadt;24,71; 19 264; 9 731; 9 533;  780;74177;9,218098;49,22469;L40;Nördliches Baden-Württemberg;mittlere Besiedlungsdichte;
Vöhringen;24,71; 4 335; 2 175; 2 160;  175;72189;8,661091;48,336848;L12;Mittlerer Schwarzwald;gering besiedelt;
Tiefenbach;24,71; 3 813; 1 918; 1 895;  154;84184;12,100833;48,501093;T41;Bayerisches Golf- und Thermenland;gering besiedelt;
Rückersdorf;24,71; 1 350;  687;  663;  55;03238;13,563897;51,575187;A10;Elbe Elster Land;gering besiedelt;
Niederbergkirchen;24,70; 1 219;  587;  632;  49;84494;12,50617;48,312607;T34;Inn-Salzach;gering besiedelt;
Schönbrunn i.Steigerwald;24,70; 1 835;  925;  910;  74;96185;10,688374;49,858227;T14;Steigerwald;gering besiedelt;
Dommershausen;24,69; 1 071;  530;  541;  43;56288;7,399615;50,142691;J13;Hunsrück;gering besiedelt;
Neubulach, Stadt;24,69; 5 624; 2 805; 2 819;  228;75387;8,692017;48,661372;L11;Nördlicher Schwarzwald;gering besiedelt;
Barsbüttel;24,68; 12 690; 6 175; 6 515;  514;22885;10,169264;53,569015;F04;übrig. Schleswig-Holstein;dicht besiedelt;
Kelberg;24,67; 2 048; 1 038; 1 010;  83;53539;6,918408;50,286294;J12;Eifel;gering besiedelt;
Eisenberg, Stadt;24,67; 10 885; 5 321; 5 564;  441;07607;11,901344;50,967554;E23;Saaleland;mittlere Besiedlungsdichte;
Postbauer-Heng, M;24,65; 7 767; 3 835; 3 932;  315;92353;11,357794;49,304035;T40;Bayerischer Jura;mittlere Besiedlungsdichte;
Mauther Forst;24,64;;;;;;13,541194;48,955865;T15;Bayerischer Wald;gering besiedelt;
Breesen;24,64;  539;  256;  283;  22;17091;13,163388;53,629945;B05;Mecklenburgische Schweiz und Seenplatte;gering besiedelt;
Mitterskirchen;24,63; 2 115; 1 078; 1 037;  86;84335;12,731722;48,348176;T41;Bayerisches Golf- und Thermenland;gering besiedelt;
Pohnsdorf;24,62;  420;  199;  221;  17;24211;10,249321;54,239647;F04;übrig. Schleswig-Holstein;gering besiedelt;
Ribbesbüttel;24,62; 2 063; 1 044; 1 019;  84;38551;10,506401;52,434224;G09;Lüneburger Heide;gering besiedelt;
Wiernsheim;24,62; 6 810; 3 439; 3 371;  277;75446;8,852211;48,890993;L11;Nördlicher Schwarzwald;gering besiedelt;
Rentweinsdorf, M;24,62; 1 581;  762;  819;  64;96184;10,798737;50,065013;T08;Haßberge;gering besiedelt;
Brest;24,60;  773;  415;  358;  31;21698;9,382623;53,450913;G04;Unterelbe-Unterweser;gering besiedelt;
Fluorn-Winzeln;24,60; 3 100; 1 589; 1 511;  126;78737;8,492724;48,2853;L12;Mittlerer Schwarzwald;mittlere Besiedlungsdichte;
Geretsried, St;24,60; 25 275; 12 500; 12 775; 1 027;82538;11,482265;47,856254;T30;Tölzer Land;mittlere Besiedlungsdichte;
Winhöring;24,59; 4 801; 2 356; 2 445;  195;84543;12,651149;48,265589;T34;Inn-Salzach;mittlere Besiedlungsdichte;
Weichering;24,59; 2 432; 1 245; 1 187;  99;86706;11,319237;48,717063;T25;Oberbayerns Städte;gering besiedelt;
Apelern;24,58; 2 432; 1 236; 1 196;  99;31552;9,336445;52,289576;G10;Weserbergland;gering besiedelt;
Bodnegg;24,57; 3 213; 1 647; 1 566;  131;88285;9,690491;47,709876;L71;Württembergisches Allgäu Oberschwaben;gering besiedelt;
Pettendorf;24,57; 3 403; 1 666; 1 737;  139;93186;12,005548;49,059425;T40;Bayerischer Jura;gering besiedelt;
Rhade;24,56; 1 074;  535;  539;  44;27404;9,115092;53,328359;G04;Unterelbe-Unterweser;gering besiedelt;
Ebhausen;24,56; 4 772; 2 410; 2 362;  194;72224;8,679186;48,583976;L11;Nördlicher Schwarzwald;mittlere Besiedlungsdichte;
Böhlen, Stadt;24,56; 6 687; 3 296; 3 391;  272;04564;12,387241;51,202806;C07;Sächsisches Burgen- und Heideland;mittlere Besiedlungsdichte;
Neuharlingersiel;24,55;  967;  478;  489;  39;26427;7,704394;53,69927;G02;Nordseeküste;gering besiedelt;
Wewelsfleth;24,54; 1 305;  669;  636;  53;25599;9,399714;53,842946;F04;übrig. Schleswig-Holstein;gering besiedelt;
Jühnde;24,54; 1 003;  504;  499;  41;37127;9,801204;51,463704;G10;Weserbergland;gering besiedelt;
Birkenau;24,54; 9 857; 4 815; 5 042;  402;69488;8,705575;49,562425;I15;Odenwald-Bergstrasse-Neckartal;mittlere Besiedlungsdichte;
Lüttow-Valluhn;24,53;  845;  454;  391;  34;19246;10,888429;53,53056;B04;Westmecklenburg;gering besiedelt;
Frankenfeld;24,52;  516;  253;  263;  21;27336;9,428854;52,768678;G09;Lüneburger Heide;gering besiedelt;
Steißlingen;24,52; 4 838; 2 391; 2 447;  197;78256;8,92425;47,79781;L73;Hegau;gering besiedelt;
Neu Boltenhagen;24,52;  583;  293;  290;  24;17509;13,610231;54,065439;B02;Vorpommern;gering besiedelt;
Kisdorf;24,51; 3 938; 1 947; 1 991;  161;24629;10,007144;53,807707;F04;übrig. Schleswig-Holstein;mittlere Besiedlungsdichte;
Tessin, Stadt;24,51; 3 872; 1 884; 1 988;  158;18195;12,463737;54,028715;B03;Mecklenburgische Ostseeküste;gering besiedelt;
Behrenhoff;24,48;  810;  397;  413;  33;17498;13,391812;54,005771;B02;Vorpommern;gering besiedelt;
Schönbeck;24,47;  447;  225;  222;  18;17349;13,571824;53,57953;B05;Mecklenburgische Schweiz und Seenplatte;gering besiedelt;
Neukirchen;24,46; 1 730;  912;  818;  71;94362;12,756026;48,97548;T15;Bayerischer Wald;gering besiedelt;
Wörnitz;24,46; 1 806;  914;  892;  74;91637;10,243327;49,254589;T11;Romantisches Franken - vom Rangau zur Romantischen Straße;gering besiedelt;
Mellinghausen;24,44; 1 053;  529;  524;  43;27249;8,897384;52,707433;G08;Mittelweser;gering besiedelt;
Uehrde;24,43;  886;  437;  449;  36;38170;10,766094;52,10011;G12;Braunschweiger Land;gering besiedelt;
Pößneck, Stadt;24,43; 11 924; 5 748; 6 176;  488;07381;11,593211;50,693547;E28;Thüringer Wald;mittlere Besiedlungsdichte;
Inning a.Ammersee;24,42; 4 772; 2 418; 2 354;  195;82266;11,15189;48,076283;T27;Starnberger Fünf-Seen-Land;mittlere Besiedlungsdichte;
Thiersheim, M;24,42; 1 793;  887;  906;  73;95707;12,128961;50,075961;T02;Fichtelgebirge;gering besiedelt;
Hüde;24,41; 1 223;  626;  597;  50;49448;8,356987;52,49539;G08;Mittelweser;gering besiedelt;
Rechtmehring;24,39; 1 913;  953;  960;  78;83562;12,160496;48,124976;T34;Inn-Salzach;gering besiedelt;
Stüdenitz-Schönermark;24,39;  589;  312;  277;  24;16845;12,279773;52,889374;A01;Prignitz;gering besiedelt;
Alt Tellin;24,39;  376;  194;  182;  15;17129;13,244725;53,845954;B05;Mecklenburgische Schweiz und Seenplatte;gering besiedelt;
Zemmer;24,38; 3 046; 1 514; 1 532;  125;54313;6,696642;49,892331;J12;Eifel;gering besiedelt;
Elsenfeld, M;24,38; 9 238; 4 622; 4 616;  379;63820;9,161132;49,846407;T12;Spessart-Mainland;mittlere Besiedlungsdichte;
Bastorf;24,38; 1 077;  554;  523;  44;18230;11,697671;54,125959;B03;Mecklenburgische Ostseeküste;gering besiedelt;
Oberkail;24,37;  601;  305;  296;  25;54533;6,679024;50,037031;J12;Eifel;gering besiedelt;
Groß Roge;24,37;  631;  317;  314;  26;17166;12,498591;53,779929;B05;Mecklenburgische Schweiz und Seenplatte;gering besiedelt;
Huglfing;24,36; 2 833; 1 393; 1 440;  116;82386;11,156424;47,769223;T28;Pfaffenwinkel;gering besiedelt;
Ziethen;24,36;  450;  229;  221;  18;16247;13,894945;52,95847;A04;Barnimer Land;gering besiedelt;
Schwasdorf;24,36;  444;  236;  208;  18;17168;12,626908;53,894;B05;Mecklenburgische Schweiz und Seenplatte;gering besiedelt;
Mücka;24,35;  967;  488;  479;  40;02906;14,701532;51,317135;C03;Oberlausitz/Niederschlesien;gering besiedelt;
Schirgiswalde-Kirschau, Stadt;24,34; 6 227; 3 109; 3 118;  256;02681;14,428566;51,092621;C03;Oberlausitz/Niederschlesien;mittlere Besiedlungsdichte;
Gülitz-Reetz;24,33;  469;  240;  229;  19;19348;11,967389;53,200474;A01;Prignitz;gering besiedelt;
Schwarme;24,31; 2 544; 1 308; 1 236;  105;27327;9,018694;52,899657;G08;Mittelweser;gering besiedelt;
Schleswig, Stadt;24,30; 25 276; 12 294; 12 982; 1 040;24837;9,566657;54,514941;F04;übrig. Schleswig-Holstein;mittlere Besiedlungsdichte;
Steffenberg;24,30; 3 976; 2 030; 1 946;  164;35239;8,474745;50,838291;I07;Marburg-Biedenkopf;gering besiedelt;
Neukirchen vorm Wald;24,30; 2 857; 1 436; 1 421;  118;94154;13,3808;48,683235;T15;Bayerischer Wald;gering besiedelt;
Hollstadt;24,30; 1 462;  733;  729;  60;97618;10,288395;50,353197;T10;Rhön;gering besiedelt;
Neu-Isenburg, Stadt;24,29; 37 668; 18 531; 19 137; 1 551;63263;8,6953;50,054636;I13;Main und Taunus;mittlere Besiedlungsdichte;
Eggstätt;24,29; 2 979; 1 461; 1 518;  123;83125;12,380291;47,926029;T38;Chiemsee-Alpenland;gering besiedelt;
Altfraunhofen;24,29; 2 393; 1 238; 1 155;  99;84169;12,171848;48,449443;T41;Bayerisches Golf- und Thermenland;gering besiedelt;
Nersingen;24,28; 9 446; 4 729; 4 717;  389;89278;10,123851;48,428565;T22;Bayerisch-Schwaben;mittlere Besiedlungsdichte;
Obersöchering;24,27; 1 554;  802;  752;  64;82395;11,220229;47,735505;T28;Pfaffenwinkel;gering besiedelt;
Forstmühler Forst;24,27;;;;;;12,305905;49,053154;T15;Bayerischer Wald;gering besiedelt;
Mistorf;24,27;  638;  340;  298;  26;18276;12,144715;53,88245;B05;Mecklenburgische Schweiz und Seenplatte;gering besiedelt;
Mühl Rosin;24,27; 1 099;  534;  565;  45;18276;12,207027;53,760638;B05;Mecklenburgische Schweiz und Seenplatte;gering besiedelt;
Erlenmoos;24,26; 1 794;  906;  888;  74;88416;9,974997;48,063201;L71;Württembergisches Allgäu Oberschwaben;gering besiedelt;
Obrigheim;24,25; 5 307; 2 618; 2 689;  219;74847;9,089945;49,353176;L40;Nördliches Baden-Württemberg;mittlere Besiedlungsdichte;
Kusterdingen;24,24; 8 597; 4 322; 4 275;  355;72127;9,120318;48,521842;L60;Schwäbische Alb;mittlere Besiedlungsdichte;
Hausen;24,23;  684;  356;  328;  28;97647;10,12623;50,505343;T10;Rhön;gering besiedelt;
Breitenworbis;24,23; 3 206; 1 568; 1 638;  132;37339;10,426213;51,410272;E20;Eichsfeld;gering besiedelt;
Langwedel;24,22; 1 545;  780;  765;  64;24631;9,931599;54,211725;F04;übrig. Schleswig-Holstein;gering besiedelt;
